成功连接到数据库: tk @ localhost:3306
[持久化存储] 数据库连接成功
成功连接到数据库: tk @ localhost:3306
[持久化存储] 状态存储：数据库连接成功
成功连接到数据库: tk @ localhost:3306
[持久化存储] 数据库连接成功
[持久化存储] 数据库连接成功，使用数据库存储
[API] 数据库连接成功，将支持历史对话加载和用户认证
[API] 验证码管理器初始化成功
成功连接到数据库: tk @ localhost:3306
[违禁词] 成功加载 5 个违禁词到Trie树
=== 智炬五维协同学习系统 API 服务器 ===
正在启动服务器...
INFO:     Started server process [34124]
INFO:     Waiting for application startup.
[API] 应用启动中...
[API] 从数据库加载会话: fdc498c468e6, 4 条消息
[API] 从数据库加载会话: 89e58e4dda32, 9 条消息
[API] 从数据库加载会话: 4bcbd88a0d4f, 4 条消息
[API] 从数据库加载会话: 7020f7b9c31d, 4 条消息
[API] 从数据库加载会话: b3eb3e52a644, 6 条消息
[API] 从数据库加载会话: e4a856e10426, 6 条消息
[API] 从数据库加载会话: 3dd0bafbe06d, 9 条消息
[API] 从数据库加载会话: 1ee5ab69fdbe, 7 条消息
[API] 从数据库加载会话: aaaab083a270, 6 条消息
[API] 从数据库加载会话: 6f4fc7a74681, 9 条消息
[API] 从数据库加载了 10 个历史对话

==================================================
[OK] 服务器启动成功！
==================================================
API地址:  http://localhost:8000
API文档:  http://localhost:8000/docs
WebSocket: ws://localhost:8000/ws/chat/{chat_id}
==================================================

INFO:     Application startup complete.
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
INFO:     127.0.0.1:58639 - "GET /api/public/chats?limit=20 HTTP/1.1" 200 OK
INFO:     127.0.0.1:59980 - "GET /api/chats?limit=50 HTTP/1.1" 200 OK
INFO:     127.0.0.1:59980 - "GET /api/chats?limit=50 HTTP/1.1" 200 OK
INFO:     127.0.0.1:59980 - "OPTIONS /api/chats/fdc498c468e6/messages?limit=100 HTTP/1.1" 200 OK
INFO:     127.0.0.1:59980 - "GET /api/chats/fdc498c468e6/messages?limit=100 HTTP/1.1" 200 OK
INFO:     127.0.0.1:53081 - "WebSocket /ws/chat/fdc498c468e6" [accepted]
INFO:     connection open
INFO:     127.0.0.1:59980 - "POST /api/chats/fdc498c468e6/continue HTTP/1.1" 200 OK
[API] 组织者路由决策: next_speaker=实践者, task_hint=分享一些具体的学习Python的方法，包括推荐的学习资源、练习项目，以及如何开始你的第一个Pytho...
[API] 智能体映射: 实践者 -> practitioner
[API] 开始流式生成: speaker=实践者, message_id=fde45f522dcc4285b0efff073217daf5, author_id=practitioner
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='文档'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='那'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='可是'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='个'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='宝'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='库'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='遇到'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='问题'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='随时'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='可以'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='查'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='。

'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='说到'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='动手'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='实践'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这是'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='学'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='编程'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='的'...
[API-继续对话] 流式输出: type=stream_chunk, length=4, preview='重中之重'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='你可以'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='先'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='从'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='写'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='一个'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='简单的'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='“'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='Hello'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview=' World'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='”'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='程序'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='开始'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='这'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='不仅是'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='编程'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='的传统'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='也是'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='检查'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='你'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='环境'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='是否'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='装'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='好了'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='的好'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='方法'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='具体'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='操作'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='起来'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='也不'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='难'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='打开'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='个'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='文本'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='编辑'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='器'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='比如'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='V'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='S'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview=' Code'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='或者'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='Py'...
[API-继续对话] 流式输出: type=stream_chunk, length=4, preview='Char'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='m'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='然后'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='敲'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='下'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这几'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='行'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='代码'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='：

'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='```'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='python'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='
'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='print'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='('...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='"'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='Hello'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview=' World'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='")
'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='```'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='

'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='保存'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='文件'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='为'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='`'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='hello'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='_world'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='.py'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='`'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='然后在'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='命令'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='行'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='或者'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='终端'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='运行'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这个'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='文件'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='如果'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='屏幕上'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='显示'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='了'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='“'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='Hello'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview=' World'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='”，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='那'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='说明你'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='的'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='环境'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='没问题'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='你'...
[API-继续对话] 流式输出: type=stream_chunk, length=4, preview='的第一个'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='程序'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='也'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='成功'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='运行'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='了'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='。

'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='再'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='进一步'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='为了'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='加深'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='理解'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='你可以'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='找'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='些'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='小'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='项目'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='来'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='练'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='手'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='比如'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='做个'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='简单的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='计算'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='器'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='或者'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='个人'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='预算'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='管理'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='器'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这些'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='项目'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='能'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='帮你'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='理解'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='函数'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='、'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='循环'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='和'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='条件'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='语句'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这些'...
[API-继续对话] 流式输出: type=stream_chunk, length=4, preview='基本概念'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='别'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='担心'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='一开始'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='写'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='不出'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='完美的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='代码'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='编程'...
[API-继续对话] 流式输出: type=stream_chunk, length=4, preview='本来就是'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='个'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='不断'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='学习'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='、'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='不断'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='改进'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='的过程'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[实践者] 重写完成，新内容长度: 532
[API-继续对话] 流式输出: type=stream_end, length=0, preview=''...
[API] 流式智能体响应完成: speaker=实践者, content_length=532
Building prefix dict from the default dictionary ...
Loading model from cache C:\Users\Administrator\AppData\Local\Temp\jieba.cache
Loading model cost 0.610 seconds.
Prefix dict has been built successfully.
[持久化存储] 事件已保存: 5566e7d4f4534137b9d2328525945583, Speaker: 实践者, Turn: 5
INFO:     connection closed
INFO:     127.0.0.1:54308 - "GET /api/public/chats?limit=20 HTTP/1.1" 200 OK
INFO:     127.0.0.1:54308 - "GET /api/chats?limit=50 HTTP/1.1" 200 OK
INFO:     127.0.0.1:54308 - "GET /api/chats?limit=50 HTTP/1.1" 200 OK
INFO:     127.0.0.1:54308 - "GET /api/chats/fdc498c468e6/messages?limit=100 HTTP/1.1" 200 OK
[持久化存储] 状态已保存: fdc498c468e6
[API] 智能体流式发言已完成: chat_id=fdc498c468e6
INFO:     127.0.0.1:63091 - "WebSocket /ws/chat/fdc498c468e6" [accepted]
INFO:     connection open
INFO:     connection closed
INFO:     127.0.0.1:54308 - "GET /api/public/chats?limit=20 HTTP/1.1" 200 OK
INFO:     127.0.0.1:57634 - "GET /api/chats?limit=50 HTTP/1.1" 200 OK
INFO:     127.0.0.1:57634 - "GET /api/chats?limit=50 HTTP/1.1" 200 OK
INFO:     127.0.0.1:57634 - "GET /api/chats/fdc498c468e6/messages?limit=100 HTTP/1.1" 200 OK
INFO:     127.0.0.1:60239 - "WebSocket /ws/chat/fdc498c468e6" [accepted]
INFO:     connection open
INFO:     127.0.0.1:57634 - "POST /api/chats/fdc498c468e6/continue HTTP/1.1" 200 OK
[API] 组织者路由决策: next_speaker=理论家, task_hint=分析Python编程语言的特点和它在不同应用领域的适用性，以及为什么Python被认为是编程界的瑞士...
[API] 智能体映射: 理论家 -> theorist
[API] 开始流式生成: speaker=理论家, message_id=0ef5500b043044d6b4a238b78950eeeb, author_id=theorist
[API] 调用流式智能体: next_speaker=理论家
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='从'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='概念'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='上'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='讲'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='之所以'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='被誉为'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='编程'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='界的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='瑞士'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='军'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='刀'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='是因为'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='它'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='具备'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='多'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='方面的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='适用'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='性'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这种'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='适用'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='性'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='不仅仅'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='体现在'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='它的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='语法'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='设计'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='上'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='更'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='体现在'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='它'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='所'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='提供的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='丰富'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='库'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='和'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='框架'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='上'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='比如'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='在'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='数据'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='科学'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='领域的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='强大'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='很大程度上'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='得益于'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='它'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='有'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='像'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='Num'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='Py'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='、'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='P'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='andas'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='这样的'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='库'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='它们'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='使得'...
[API-继续对话] 流式输出: type=stream_chunk, length=4, preview='数据分析'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='变得'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='简单'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='高效'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='而在'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='Web'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='开发'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='领域'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='D'...
[API-继续对话] 流式输出: type=stream_chunk, length=5, preview='jango'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='和'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='Fl'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='ask'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='这样的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='框架'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='让'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='能够'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='快速'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='构建'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='Web'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='应用'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='但是'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='我们要'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='注意'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='这种'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='多功能'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='性'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='并不是'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='没有'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='边'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='界的'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='从'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='概念'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='上'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='讲'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='在'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='需要'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='高性能'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='计算'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='的场景'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='下'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='可能'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='就不'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='太'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='适用'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='了'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='。'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='比如'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='如果你'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='需要'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='处理'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='大规模'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='实时'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='数据'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='流'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='或者'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='进行'...
[API-继续对话] 流式输出: type=stream_chunk, length=3, preview='复杂的'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='并行'...
[API-继续对话] 流式输出: type=stream_chunk, length=2, preview='计算'...
[API-继续对话] 流式输出: type=stream_chunk, length=1, preview='，'...
[API-继续对话] 流式输出: type=stream_chunk, length=6, preview='Python'...
